cardholder_id,card_id,cashback_amount,transaction_id,created_at,merchant_id,name,category
7c719459-49c2-45f4-bf39-c8769824863b,2b0169f0-3302-ef11-a574-b8cef6052491,15.0,464133065254004,2024-05-15 10:19:23,216,Menulog,Restaurants
2b5b0f35-b462-4e5c-ae7f-80d3a3a9b4c6,5279309d-0102-ef11-a574-b8cef6052491,5.0,464133080788094,2024-05-15 10:19:27,216,Menulog,Restaurants
883415e4-cf76-4f21-a6f0-ebe1fcbcef06,3a221632-3402-ef11-a574-b8cef6052491,5.0,464132286744010,2024-05-15 10:20:31,216,Menulog,Restaurants
3c0c7a35-261f-4ce7-82ce-687dd662d49e,6d85cd13-0102-ef11-a574-b8cef6052491,5.0,304132240016230,2024-05-15 10:20:35,216,Menulog,Restaurants
e4fd1b84-1078-4025-a3f6-31a5acfe9912,be37168b-0d02-ef11-a574-b8cef6052491,35.95,384133217765013,2024-05-15 10:26:04,240,Automotive Superstore,Retailers
b175f421-fbf0-46ed-8512-d566950b7d5f,4de02486-2602-ef11-a574-b8cef6052491,5.0,464132303283410,2024-05-15 10:26:36,216,Menulog,Restaurants
6abb4d83-a645-43e8-bd47-3be20f53411f,89f9dc07-0102-ef11-a574-b8cef6052491,15.0,384132243059067,2024-05-15 10:26:43,216,Menulog,Restaurants
8170fb90-d95c-4acc-84f4-c3b3b08d8f02,e5f51b83-f601-ef11-a574-b8cef6052491,5.0,304132564075051,2024-05-15 10:26:43,216,Menulog,Restaurants
1b9231ae-f240-4f6d-accf-bcc2e680fb21,5b789ceb-fa01-ef11-a574-b8cef6052491,15.0,384132305911040,2024-05-15 10:26:51,216,Menulog,Restaurants
c4de1ff6-9b67-4283-a3b6-d393b023dbb4,64e5a878-f801-ef11-a574-b8cef6052491,5.0,584132323947121,2024-05-15 10:26:58,216,Menulog,Restaurants
36c50d2f-6b7f-4a7d-9876-99948f937490,ed28e713-2502-ef11-a574-b8cef6052491,16.48,304132132493065,2024-05-15 10:26:59,223,Novo Shoes Instore,Fashion & Retail
72d4f0d2-6971-4329-8823-36c16cd41c19,6349589b-1502-ef11-a574-b8cef6052491,5.0,584132361021646,2024-05-15 10:27:09,216,Menulog,Restaurants
